最高気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均雲量(10分比),平均湿度(％),子供割合,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,売り上げ
31.2,26.5,14.582339770166481,3.6,2.3,10.0,65.0,11.3,100,300,200,300,200,250,200,400,0.44633533446524354
12.3,8.4,0.0,4.5,1.7,7.5,73.0,11.0,250,400,300,400,350,200,350,400,0.6113893590517168
21.8,16.2,0.0,10.5,4.2,1.8,57.0,11.3,300,200,300,150,250,450,300,400,0.6224890547143821
13.9,9.799999999999999,0.0,2.1,1.5,8.8,66.0,10.8,400,100,450,250,250,150,150,400,0.5924745715449296
33.0,29.4,0.0,1.8,7.9,9.8,75.0,11.9,450,200,200,100,150,100,150,100,0.5906623763346984
10.200000000000001,6.9,0.0,0.5,1.3,7.3,72.0,11.9,400,300,400,450,200,400,150,300,0.6041405782107923
27.2,21.9,125.30773006092487,7.6,2.8,5.0,65.0,11.0,450,150,350,350,450,200,250,400,0.46158416149732256
28.0,23.4,23.623301795439048,4.0,2.2,9.5,82.0,10.9,200,350,400,300,200,300,400,450,0.4626330330592744
16.5,12.2,0.0,8.1,3.8,1.0,63.0,11.0,350,450,200,250,150,300,350,250,0.6062925600229417
37.8,33.300000000000004,54.97912305633822,11.9,2.4,8.0,60.0,11.0,300,150,300,400,100,150,150,200,0.4537579661354557
33.8,28.2,0.0,11.3,2.6,5.5,70.0,11.3,250,250,250,150,450,150,150,350,0.6376661896000676
27.400000000000002,23.4,0.0,2.8,1.9,9.8,61.0,11.3,100,200,250,250,100,350,350,200,0.6100302126440433
37.699999999999996,32.5,0.0,11.6,2.8,3.8,62.0,11.9,400,400,450,200,450,200,300,350,0.6856893626711917
19.400000000000002,16.7,0.0,0.0,1.7,10.0,73.0,11.0,400,450,250,250,200,400,300,350,0.6272460671412389
16.5,15.6,0.0,0.0,3.1,10.0,85.0,11.9,400,400,250,450,300,450,250,200,0.6264532317367626
24.8,20.8,0.0,5.6,3.6,10.0,39.0,11.0,400,300,450,400,450,300,400,100,0.652050489081277
20.6,15.5,0.0,12.0,3.9,3.5,36.0,11.9,100,200,100,350,450,450,100,400,0.6109363102491588
30.5,25.0,0.0,7.4,2.7,8.5,64.0,11.3,250,400,100,300,400,250,400,150,0.6403844824154142
15.600000000000001,10.1,0.0,4.8,2.8,10.0,56.0,11.9,200,150,150,450,200,300,200,400,0.5904358519334196
28.2,22.0,0.0,9.7,2.2,5.8,56.0,11.0,400,300,300,350,150,200,100,200,0.6230553657175794
8.3,3.4000000000000004,0.0,8.2,2.9,6.3,71.0,10.9,350,100,150,250,400,200,400,200,0.5740128328407004
34.099999999999994,29.9,0.0,9.7,2.8,6.8,74.0,10.8,100,350,250,350,350,250,450,450,0.6650756421548129
13.200000000000001,9.1,0.0,0.7,4.7,9.5,84.0,12.6,400,450,200,450,300,300,350,350,0.6226023169150215
24.3,17.8,7.279098813028427,10.1,2.1,7.3,56.0,10.9,200,250,200,150,450,350,300,300,0.44325049883959017
23.0,16.4,0.0,12.2,5.8,2.0,32.0,10.9,250,400,100,250,400,200,350,250,0.6172789934849677
9.100000000000001,8.2,0.4887504981796974,0.0,1.9,10.0,93.0,11.3,450,150,450,300,350,450,100,200,0.5507632232644177
32.199999999999996,28.099999999999998,0.0,5.5,2.6,7.8,61.0,10.9,300,100,200,350,450,100,300,350,0.640837531217972
35.3,30.8,0.0,7.4,2.5,9.0,71.0,11.9,300,400,150,100,300,300,450,350,0.6578268613138886
27.400000000000002,26.5,0.0,0.0,3.2,10.0,95.0,10.8,350,150,400,250,300,450,300,450,0.651031129275522
5.5,4.5,0.0,0.4,2.0,7.5,90.0,11.4,400,350,100,150,450,150,150,450,0.573446521837503
25.900000000000002,22.2,36.150354869656326,2.4,2.4,10.0,80.0,11.3,200,300,250,450,450,450,100,100,0.44923975025643975
5.8999999999999995,2.4,0.0,4.1,4.0,5.3,67.0,11.0,250,400,200,300,350,250,250,300,0.5778637476624413
29.5,22.599999999999998,66.24173722062024,13.2,2.9,1.0,54.0,12.6,100,250,400,400,300,300,100,150,0.4443988046717799
12.600000000000001,7.0,0.0,7.0,2.6,2.3,71.0,11.3,200,350,300,400,350,350,200,250,0.6004029255896907
16.6,10.899999999999999,52.09781780566281,11.6,2.9,0.0,53.0,11.4,300,250,200,150,150,300,400,100,0.41664404998639637
20.0,14.799999999999999,0.0,10.2,2.8,0.5,60.0,10.9,400,350,300,350,350,250,300,100,0.6206768595041511
29.2,24.9,0.0,2.2,2.9,10.0,65.0,11.3,350,250,300,150,250,300,300,300,0.6329091771732109
17.6,11.5,0.0,9.6,4.1,3.5,55.0,11.3,200,400,100,200,200,300,250,450,0.599496827984575
33.0,28.7,0.0,5.1,2.3,8.3,65.0,10.9,100,100,400,450,300,300,250,200,0.6402712202147748
28.5,22.599999999999998,0.0,8.9,3.7,8.3,64.0,11.3,450,200,300,150,300,100,250,250,0.6229421035169399
29.400000000000002,26.3,0.0,1.0,2.9,10.0,89.0,11.3,100,150,400,200,450,450,400,400,0.652050489081277
24.3,17.9,13.814034489174416,9.3,3.2,3.3,66.0,11.0,400,300,250,400,350,400,400,400,0.4662640835985197
33.9,28.5,0.0,12.2,2.5,7.5,66.0,11.3,200,300,300,450,450,400,300,350,0.6744764048078868
13.700000000000001,7.7,0.0,8.2,2.5,6.0,59.0,11.3,150,250,150,150,250,150,150,150,0.555551094136471
27.7,25.3,21.69311964293851,0.0,2.2,10.0,92.0,11.0,150,400,400,250,100,300,450,200,0.45061135163032406
12.5,7.9,0.0,7.3,5.0,6.5,66.0,11.0,450,150,200,150,150,150,400,100,0.570388442420238
17.400000000000002,11.5,0.0,8.2,4.5,4.0,69.0,11.3,450,250,150,150,450,200,300,300,0.6060660356216628
17.1,10.1,0.0,10.9,2.0,3.5,46.0,11.0,400,200,350,350,400,300,250,450,0.6270195427399599
32.9,27.8,0.0,2.4,2.7,9.5,83.0,12.6,400,450,250,200,400,200,200,400,0.6581666479158069
33.9,29.599999999999998,8.547626256382369,7.1,2.7,9.3,70.0,10.9,450,300,450,350,250,350,400,450,0.48787512482649664
25.0,23.9,10.439867604250562,0.0,1.4,10.0,94.0,11.9,200,250,200,450,250,300,150,450,0.44521514650779326
21.7,16.6,51.657069048760576,7.7,3.1,6.5,60.0,11.3,150,200,450,150,400,100,200,300,0.4293111909329232
33.9,29.2,0.0,0.9,2.4,8.8,78.0,10.8,400,150,250,300,300,150,300,250,0.6410640556192508
13.4,7.7,0.0,9.3,2.3,6.0,33.0,11.3,150,100,100,200,400,450,350,150,0.5799024672739513
27.8,24.5,94.7408531258332,0.1,3.4,10.0,94.0,11.9,400,200,400,450,200,200,300,300,0.45682389833907366
25.1,24.2,100.38648327173001,0.6,1.8,10.0,96.0,11.0,450,400,450,250,400,300,100,150,0.45464547282597667
19.8,14.5,0.0,8.5,2.7,5.3,64.0,11.0,150,350,100,150,200,100,250,100,0.573446521837503
31.6,26.599999999999998,0.0,2.0,1.8,9.8,93.0,12.6,150,350,200,250,300,350,200,150,0.6244145121252527
13.200000000000001,9.7,0.0,0.0,1.7,10.0,82.0,11.0,450,150,450,350,100,300,150,200,0.5904358519334196
7.8,4.3,0.0,10.3,6.0,0.0,46.0,11.3,300,250,400,400,100,350,100,300,0.5778637476624413
15.700000000000001,9.7,3.608780759500566,9.3,2.4,1.3,73.0,11.3,300,100,250,300,250,300,100,350,0.42612327943481926
20.900000000000002,13.7,0.0,11.4,2.8,4.3,45.0,10.8,150,100,200,250,150,100,100,200,0.570388442420238
31.7,28.099999999999998,2.3546393634878453,3.1,4.0,9.5,83.0,10.9,200,150,250,350,150,300,300,400,0.48205603523465734
10.5,5.4,24.773339189203213,7.0,4.9,3.8,63.0,11.0,450,100,200,400,300,250,450,150,0.42035544160665594
22.900000000000002,17.099999999999998,0.0,8.6,3.6,3.8,61.0,11.0,150,350,400,150,100,350,250,400,0.6163728958798521
9.3,5.4,0.0,2.2,2.9,7.8,50.0,10.9,400,250,300,400,400,100,400,100,0.5897562787295829
18.6,15.399999999999999,0.0,0.2,1.7,10.0,62.0,11.3,300,300,250,150,250,400,250,100,0.5962122241660313
31.5,26.5,0.0,4.7,1.9,8.5,78.0,11.3,300,400,250,100,450,100,200,150,0.6286052135489121
23.0,16.8,20.116518183444665,6.0,5.1,5.8,67.0,12.6,200,150,250,100,250,450,200,450,0.43294190070203403
29.8,26.2,0.0,5.4,2.5,9.8,66.0,11.3,350,400,300,350,350,300,100,400,0.6529565866863924
14.600000000000001,10.799999999999999,0.0,8.2,4.0,7.3,64.0,10.9,250,100,150,400,150,450,300,150,0.5860186261084813
26.2,24.3,122.32372250405662,0.0,3.7,10.0,90.0,10.9,300,200,300,450,350,150,400,350,0.4557750267957306
23.900000000000002,22.4,0.0,0.0,1.9,9.8,97.0,10.9,150,250,250,300,100,350,200,150,0.599496827984575
14.8,7.5,0.0,10.9,3.3,2.5,50.0,11.3,400,400,400,250,200,200,100,400,0.6045936270133501
9.5,4.3,23.553510592312676,6.1,2.6,4.3,70.0,11.0,350,400,400,250,350,400,450,150,0.43382940683065063
24.6,19.3,0.0,4.4,3.4,9.5,71.0,11.0,400,100,400,350,450,200,400,300,0.6412905800205297
19.0,15.299999999999999,0.0,9.1,5.2,6.5,62.0,11.3,350,250,300,400,450,200,400,300,0.6293980489533882
13.9,12.399999999999999,0.0,0.1,1.6,10.0,93.0,12.6,400,200,250,150,350,350,350,300,0.6010824987935274
9.100000000000001,5.0,0.0,4.9,3.9,5.3,56.0,11.9,250,450,350,300,400,100,350,400,0.6019885963986429
32.3,28.0,0.0,6.7,2.5,8.3,79.0,10.8,250,150,300,250,200,200,450,350,0.640611006816693
31.900000000000002,27.599999999999998,0.0,0.7,3.0,9.8,80.0,11.4,400,200,250,350,150,250,350,250,0.6397049092115776
29.2,24.9,0.0,10.5,3.9,3.3,67.0,12.6,350,450,300,300,200,100,450,200,0.6426497264282031
27.900000000000002,23.8,12.720537216042409,1.5,1.5,10.0,81.0,11.3,450,100,200,100,100,450,350,300,0.4440770453631142
33.3,28.599999999999998,0.0,10.8,3.0,5.0,73.0,11.0,350,350,400,200,400,150,200,100,0.6441221350365158
19.6,12.7,0.0,9.7,2.3,7.3,49.0,11.0,150,300,100,200,100,400,150,250,0.5844329552995291
6.7,2.4,0.0,7.2,3.2,5.0,68.0,11.4,400,450,450,150,150,100,200,350,0.5793361562707542
33.0,29.4,0.0,1.8,7.9,9.8,75.0,11.3,350,300,350,400,450,250,150,150,0.6381192384026253
18.7,14.2,36.859863972133454,5.2,4.6,6.8,67.0,11.0,300,100,350,300,200,400,150,100,0.4220497725559333
34.8,29.9,0.0,8.9,2.5,4.8,70.0,11.4,400,150,400,250,300,150,100,100,0.6330224393738504
23.6,20.599999999999998,0.0,0.1,3.3,9.0,83.0,11.0,250,200,250,450,400,400,450,150,0.6358539943898366
11.8,8.4,24.358168489679834,3.0,3.2,10.0,73.0,10.8,350,300,300,350,400,350,200,300,0.4305214273373929
13.600000000000001,8.4,0.0,6.6,3.0,7.5,63.0,11.3,150,400,400,450,400,350,100,150,0.6041405782107923
27.0,23.0,0.0,8.0,1.9,4.0,75.0,11.3,300,200,300,200,450,200,100,100,0.6128617676600294
6.8,4.7,0.0,1.6,4.0,6.5,68.0,11.9,300,350,200,400,250,400,200,300,0.5848860041020869
20.900000000000002,15.6,0.0,3.6,2.7,10.0,70.0,11.0,150,400,300,450,250,300,350,450,0.6335887503770476
16.900000000000002,13.2,0.0,2.3,3.1,6.3,81.0,12.6,150,300,400,400,300,450,300,350,0.6249808231284499
28.3,21.099999999999998,8.583174205779592,11.9,2.5,0.8,66.0,10.9,300,350,350,150,100,400,300,400,0.455676015495098
9.600000000000001,6.0,0.0,5.1,3.3,5.3,59.0,11.3,300,300,450,300,250,400,450,450,0.6176187800868862
14.9,9.7,0.0,8.7,4.7,1.8,54.0,11.0,100,300,100,200,450,150,400,150,0.5813748758822641
20.900000000000002,15.299999999999999,0.0,8.4,3.0,0.8,63.0,10.9,450,400,450,150,150,200,300,400,0.6276991159437967
14.0,7.9,79.30611511117539,11.3,2.0,0.8,51.0,11.3,100,300,200,100,100,150,250,350,0.4018791659531837
30.1,25.3,0.0,9.9,2.5,6.3,64.0,11.3,400,100,350,250,150,400,100,250,0.6284919513482726
12.8,6.6000000000000005,0.0,10.4,3.9,0.3,56.0,11.4,100,300,450,200,400,100,150,400,0.5876042969174334
35.599999999999994,30.599999999999998,0.0,12.2,2.3,5.8,64.0,12.6,400,400,250,300,400,450,400,350,0.6920320459070005
37.199999999999996,30.599999999999998,0.0,11.3,2.7,2.8,64.0,10.8,200,450,300,400,450,350,350,100,0.6752692402123628
27.400000000000002,24.7,0.0,0.1,1.7,10.0,94.0,11.4,300,150,250,400,350,300,350,400,0.6432160374314003
21.400000000000002,14.6,101.5789753302625,5.2,2.5,7.5,65.0,10.9,300,200,250,400,400,350,400,150,0.4449635816566569
12.9,10.1,0.0,0.4,3.3,7.5,60.0,12.6,300,100,450,250,450,100,150,100,0.5745791438438975
26.400000000000002,22.8,0.0,0.8,2.1,10.0,85.0,11.3,150,300,400,100,150,450,350,150,0.6195442374977567
28.6,25.4,0.0,0.3,2.7,10.0,95.0,11.9,300,200,150,450,250,350,450,350,0.6470669522531415
17.6,12.0,0.0,4.2,1.9,5.5,74.0,11.0,150,300,350,300,450,250,300,250,0.6103699992459617
26.400000000000002,21.5,40.461533926875404,2.1,3.9,10.0,78.0,12.6,150,150,300,200,250,300,200,400,0.434797595928871
28.5,24.9,15.45971131682621,1.5,3.5,8.5,80.0,11.0,400,250,150,200,100,200,200,450,0.4417363469805761
32.3,28.5,0.0,2.3,3.3,9.3,76.0,11.0,150,300,250,200,450,200,350,100,0.6329091771732109
18.400000000000002,15.399999999999999,49.31262165145605,1.0,5.3,8.0,70.0,10.9,150,200,200,450,450,250,200,450,0.4359271498986251
8.3,7.0,26.55124019856241,0.0,2.2,9.3,60.0,11.3,300,450,350,150,450,450,450,150,0.4321350758582383
27.7,20.3,0.0,11.8,3.2,5.0,48.0,11.3,150,250,400,350,200,100,400,150,0.6213564327079877
33.699999999999996,26.5,0.0,13.7,2.4,0.0,58.0,11.3,450,200,450,300,400,300,350,400,0.6785538440309068
25.5,20.8,16.07730217592473,10.9,4.1,0.0,49.0,11.9,450,250,100,400,100,200,400,450,0.45101479798214666
16.0,11.2,0.0,9.2,1.4,5.5,60.0,11.0,200,200,400,300,250,250,200,300,0.5957591753634734
7.3999999999999995,6.4,0.0,0.2,3.1,8.8,80.0,11.3,400,150,400,150,250,150,350,350,0.5776372232611624
35.5,31.099999999999998,0.0,11.5,2.8,8.0,71.0,12.6,400,200,250,350,250,200,400,350,0.6614512517343507
25.6,17.7,0.0,12.1,3.5,1.0,47.0,11.3,100,100,150,250,150,200,150,400,0.591794998341093
28.2,23.599999999999998,99.83255674674938,8.0,2.2,4.0,73.0,11.9,400,150,400,200,200,450,200,300,0.4535159188562227
16.8,16.8,0.0,0.0,1.8,10.0,98.0,11.0,450,300,100,100,250,350,400,250,0.6028946940037584
34.599999999999994,29.9,0.0,7.7,3.3,7.3,56.0,11.4,450,450,250,450,150,100,300,100,0.6522770134825557
25.2,23.4,19.167219206558098,0.0,2.0,10.0,88.0,12.6,200,250,300,250,150,300,350,450,0.44488290077187664
8.4,4.0,0.0,4.5,4.9,9.8,52.0,11.3,150,300,250,300,100,200,200,350,0.5622335639741981
30.0,24.099999999999998,0.0,10.0,3.2,9.5,64.0,12.6,300,300,450,150,300,200,250,200,0.6327959149725715
22.5,20.7,42.398436574193006,0.0,2.6,10.0,93.0,11.0,250,250,400,150,100,300,350,400,0.43899308210224297
7.6,3.2,0.0,6.2,4.5,6.0,71.0,11.0,150,150,200,300,250,400,350,150,0.5660844787959393
8.8,6.7,73.28183456129184,0.4,2.0,10.0,71.0,11.3,350,450,350,450,250,400,200,350,0.4340714540911721
11.0,6.7,0.0,5.2,2.2,9.5,67.0,11.3,400,200,450,400,100,450,200,100,0.5927010959462085
10.4,9.1,30.785791165024158,0.0,2.2,9.0,96.0,11.0,450,250,300,450,350,250,300,400,0.43520100806093953
23.1,17.3,0.0,9.6,2.0,9.5,64.0,11.4,150,350,300,300,450,300,100,300,0.6213564327079877
21.7,16.0,0.0,8.0,3.7,6.0,56.0,10.8,200,300,200,300,350,400,400,150,0.6197707618990355
27.8,26.2,0.0,0.0,4.5,10.0,97.0,11.3,450,350,100,100,100,100,450,150,0.6119556700549138
13.4,7.7,0.0,9.3,2.3,6.0,33.0,12.6,100,200,150,350,250,300,350,100,0.5709547534234354
7.6,2.8,0.0,6.1,2.3,3.8,69.0,11.3,250,350,100,150,300,100,400,150,0.5590622223562938
33.3,29.3,30.57436765748081,10.2,2.5,6.3,66.0,11.4,100,350,350,350,150,100,400,250,0.45488752010522715
15.3,11.1,0.0,9.8,4.4,1.8,53.0,11.0,150,350,250,250,350,300,150,400,0.5987039925800989
5.5,2.2,0.0,4.3,4.5,6.3,70.0,11.0,150,300,450,300,300,450,150,300,0.5821677112867403
21.7,20.3,25.39020652143541,0.0,2.3,10.0,98.0,11.3,250,150,450,300,350,200,250,100,0.43245780556592417
15.9,11.7,0.0,5.9,5.5,5.0,51.0,10.8,300,150,200,400,350,300,250,200,0.59643874856731
8.200000000000001,4.2,0.0,8.7,3.5,2.5,73.0,11.4,300,350,250,400,200,350,200,400,0.5921347849430113
29.3,25.099999999999998,0.0,6.3,3.8,8.5,62.0,11.0,400,450,250,100,450,100,350,350,0.6475200010556992
5.6,2.3,0.0,2.6,4.9,9.3,83.0,11.3,150,100,250,450,150,300,100,150,0.5460370692827577
27.5,22.7,0.0,10.9,1.9,0.3,64.0,11.3,250,450,400,200,100,200,350,100,0.6243012499246131
29.6,23.099999999999998,8.129400236945498,8.9,2.2,8.8,66.0,11.9,350,150,250,400,450,250,250,200,0.4556311136103834
33.599999999999994,29.099999999999998,0.0,10.6,2.3,8.3,67.0,11.9,100,150,450,200,400,150,100,350,0.6317765551668166
33.099999999999994,29.3,0.0,4.5,3.0,6.5,79.0,10.8,250,350,100,450,250,100,400,450,0.6526168000844742
24.1,16.9,0.0,11.3,3.2,2.5,46.0,11.0,400,400,450,350,100,200,400,250,0.6384590250045438
28.5,23.9,0.0,8.8,2.1,5.5,72.0,11.3,100,350,250,150,300,450,100,250,0.6216962193099059
9.8,5.6000000000000005,0.0,8.4,4.1,3.8,67.0,10.8,100,100,350,400,400,400,400,300,0.5967785351692284
33.8,29.3,4.521119606738971,6.3,2.6,10.0,69.0,10.8,150,350,200,200,150,150,250,200,0.44595149813780155
16.400000000000002,11.2,0.0,5.7,1.4,7.3,64.0,11.0,150,400,250,150,250,300,300,400,0.6009692365928878
17.2,12.7,0.0,6.6,4.7,9.3,46.0,10.8,150,350,200,250,300,350,200,200,0.5933806691500451
36.5,31.599999999999998,0.0,12.3,2.7,7.5,72.0,11.3,300,350,300,450,200,450,350,150,0.6719846363938191
26.2,22.099999999999998,0.0,5.9,3.9,8.0,58.0,10.9,100,250,300,400,200,200,200,250,0.61274850545939
28.6,24.9,15.304519729842864,3.5,1.7,9.8,71.0,11.0,400,250,300,300,350,400,450,450,0.474090015779796
21.0,14.899999999999999,0.0,10.6,2.3,0.0,49.0,11.3,100,150,150,250,400,300,400,100,0.5972315839717862
12.9,11.0,0.0,0.0,2.1,10.0,84.0,11.3,350,450,350,350,400,100,150,250,0.6015355475960851
36.699999999999996,30.9,14.503033397649002,9.6,2.5,8.5,62.0,11.4,100,200,400,400,150,250,450,250,0.4660218662552155
16.8,16.4,0.0,0.0,2.5,10.0,96.0,12.6,300,200,300,450,150,400,300,400,0.6173922556856072
21.5,17.3,0.0,1.3,2.8,10.0,60.0,11.9,150,100,150,150,100,150,450,350,0.5828472844905769
26.6,22.099999999999998,0.0,3.7,3.9,6.8,72.0,11.9,250,350,250,400,200,100,250,100,0.6110495724497983
15.0,8.799999999999999,0.0,7.8,3.5,2.0,65.0,11.3,200,150,300,350,450,450,350,300,0.6142209140677027
8.1,3.3,0.0,8.1,4.3,5.3,70.0,11.4,150,150,150,250,150,150,400,200,0.5502277707064172
29.2,25.0,41.54005349426589,11.6,4.9,2.3,63.0,11.3,450,450,150,250,100,350,450,250,0.46134211421808957
14.0,10.2,0.0,9.2,2.5,2.5,52.0,12.6,400,300,200,450,350,200,250,350,0.6109363102491588
22.8,19.599999999999998,17.834329109926514,0.0,2.2,9.3,85.0,10.9,300,450,200,150,350,150,150,400,0.4379442163135676
37.4,31.7,0.0,9.4,2.5,6.3,69.0,11.3,450,450,400,250,300,300,400,300,0.6878413444833411
29.2,24.9,0.0,2.2,2.9,10.0,65.0,11.9,250,100,250,450,200,300,150,100,0.6130882920613083
12.200000000000001,9.2,0.0,6.2,3.1,4.5,60.0,11.9,100,300,200,350,300,250,100,150,0.5672171008023336
35.099999999999994,30.9,0.0,6.3,2.8,8.3,70.0,12.6,450,150,350,250,200,250,200,250,0.6431027752307609
9.0,4.9,0.0,9.7,4.7,1.8,49.0,11.4,400,200,100,100,250,200,250,150,0.5553245697351921
20.900000000000002,13.7,0.0,11.4,2.8,4.3,45.0,11.3,350,150,400,250,450,350,400,250,0.6324561283706531
19.2,15.899999999999999,0.0,5.8,4.7,5.5,55.0,11.9,450,350,300,250,200,400,100,350,0.6179585666888044
35.3,28.3,46.059756407785514,7.5,2.9,5.3,78.0,11.3,150,300,300,300,400,450,400,300,0.4764297279569463
20.2,13.1,0.0,6.8,5.3,8.0,74.0,10.8,400,450,150,200,350,100,150,350,0.6076517064306151
21.7,17.0,58.646557477875234,1.3,2.0,9.0,80.0,11.0,450,200,400,350,350,250,250,150,0.44383402768690294
21.400000000000002,14.6,21.440324318110783,5.2,2.5,7.5,65.0,11.3,400,400,350,400,400,400,250,400,0.4643273641610116
18.900000000000002,13.299999999999999,0.0,10.0,2.1,0.0,65.0,11.0,300,450,100,300,450,100,450,400,0.6258869207335654
15.700000000000001,11.1,0.0,2.9,3.8,9.3,70.0,11.9,400,200,100,450,450,150,400,400,0.6163728958798521
28.8,26.0,53.70199366977271,0.1,3.6,10.0,93.0,10.8,450,100,400,150,250,300,200,450,0.45424206069392176
11.3,6.2,0.0,7.9,1.8,8.0,65.0,11.0,250,400,450,350,400,300,250,350,0.6141076518670633
31.8,24.599999999999998,0.0,8.9,3.3,6.5,56.0,11.3,300,200,300,400,350,200,200,250,0.6403844824154142
31.8,26.099999999999998,0.0,9.6,2.1,6.3,74.0,11.9,100,250,450,450,100,450,450,150,0.6527300622851135
9.3,5.1000000000000005,0.0,2.5,2.3,10.0,78.0,10.9,400,300,250,200,350,300,350,250,0.5908889007359774
11.4,10.5,0.0,0.0,1.3,10.0,77.0,10.8,450,400,250,200,250,400,400,450,0.6163728958798521
12.700000000000001,11.5,38.49277022602915,0.0,1.5,9.8,80.0,11.3,250,400,400,350,300,350,450,250,0.439799906366353
18.6,13.6,59.812888917326006,4.2,2.7,9.5,63.0,11.4,200,350,400,250,350,350,400,450,0.45044998665260483
23.0,15.0,0.0,10.7,2.5,4.8,44.0,11.0,150,350,200,350,450,300,250,450,0.6325693905712926
32.9,28.5,0.0,1.8,3.7,9.3,84.0,11.4,100,450,100,350,400,400,350,200,0.6509178670748824
26.900000000000002,24.099999999999998,0.0,1.2,2.2,10.0,73.0,11.3,200,200,350,250,350,250,450,100,0.6256603963322867
38.4,32.5,3.018375965004318,12.0,3.8,5.8,57.0,11.4,400,200,300,200,300,100,150,350,0.47814592627405483
30.2,26.3,91.89585939687524,1.4,2.6,10.0,85.0,12.6,450,150,350,350,250,350,200,150,0.4540000134146887
13.100000000000001,9.299999999999999,0.0,8.3,5.8,5.0,64.0,11.0,100,200,200,450,400,300,450,200,0.5970050595705073
25.6,24.2,0.0,0.0,2.0,10.0,91.0,11.9,200,100,450,100,400,400,150,100,0.6100302126440433
27.7,25.4,5.434878281770307,0.0,1.5,10.0,81.0,10.8,250,300,200,300,400,400,450,250,0.4616751352721775
25.0,22.7,80.383552010319,0.0,2.3,10.0,79.0,11.0,350,250,300,200,100,400,250,100,0.43528169048733706
26.3,24.5,0.0,1.4,1.8,10.0,77.0,10.9,200,100,350,200,150,400,450,200,0.6204503351028722
33.5,27.0,0.0,10.7,2.6,7.3,62.0,10.8,450,200,100,200,450,350,400,150,0.651823964679998
27.5,20.599999999999998,0.0,12.2,2.7,3.5,53.0,11.9,350,300,400,300,200,350,450,300,0.652843324485753
12.0,6.2,0.0,8.0,2.4,7.3,65.0,11.3,150,200,350,400,350,150,450,450,0.6047068892139895
18.6,15.399999999999999,0.0,0.2,1.7,10.0,62.0,11.3,300,400,250,200,200,400,100,200,0.5985907303794595
22.1,16.2,0.0,6.6,2.9,2.0,68.0,11.3,350,200,150,350,150,200,150,450,0.6060660356216628
22.8,17.9,0.7795425068660143,10.4,3.8,1.8,50.0,10.9,100,300,300,450,100,200,400,200,0.5431290888159418
9.100000000000001,6.0,132.28772072942203,8.9,5.6,1.3,59.0,11.3,250,450,100,250,100,300,150,100,0.39719958522134574
22.0,20.3,0.0,0.1,2.4,9.5,95.0,11.3,250,100,200,200,250,400,200,250,0.5981376815769017
34.099999999999994,31.2,0.0,6.7,3.0,8.3,68.0,10.8,200,150,250,200,300,250,100,100,0.618638139892641
8.200000000000001,3.0999999999999996,0.0,9.8,2.7,0.8,62.0,11.3,400,400,200,350,250,300,100,350,0.5876042969174334
8.1,5.5,0.0,1.5,2.4,9.0,62.0,11.0,100,350,150,200,450,450,100,300,0.575485241449013
4.8999999999999995,1.7,0.0,6.2,4.3,5.5,71.0,11.4,400,250,100,350,400,300,300,400,0.5859053639078419
31.5,25.599999999999998,0.0,11.2,3.3,2.3,63.0,12.6,350,400,300,450,400,150,350,400,0.6728907339989346
17.0,12.799999999999999,0.0,6.8,1.9,7.8,69.0,11.4,200,100,350,200,300,400,450,350,0.6103699992459617
28.0,23.4,0.0,4.0,2.2,9.5,82.0,11.3,450,300,100,350,150,300,350,150,0.6287184757495515
32.9,28.599999999999998,0.0,6.3,2.5,9.5,77.0,11.3,450,350,300,350,350,300,300,400,0.6731172584002134
23.3,20.599999999999998,0.0,0.1,2.5,8.8,67.0,10.8,100,400,100,150,350,400,300,200,0.6100302126440433
34.3,29.9,0.0,9.8,2.9,6.3,74.0,11.9,450,350,100,400,350,200,100,350,0.6536361598902292
33.099999999999994,28.099999999999998,21.948918965422845,7.9,3.2,10.0,73.0,11.3,100,250,450,350,350,300,300,400,0.46957172181278795
11.200000000000001,6.4,43.23407540651614,9.7,3.2,3.8,65.0,12.6,350,350,150,350,350,300,300,200,0.4234213738049203
23.3,16.3,0.0,9.8,2.8,5.8,49.0,11.3,250,250,300,150,400,100,350,200,0.6093506394402067
21.7,14.399999999999999,0.0,8.3,2.8,4.3,71.0,10.9,150,300,150,400,400,250,250,300,0.6145607006696211
16.7,13.799999999999999,127.81012750811956,8.6,5.5,5.8,66.0,11.0,350,300,400,350,400,300,250,300,0.4431885682756149
36.8,31.0,0.0,9.6,2.7,5.3,67.0,11.3,200,350,300,400,200,400,300,150,0.6591860077215619
25.3,22.4,0.0,0.0,2.7,10.0,92.0,11.3,100,100,150,300,300,400,400,100,0.6073119198286968
14.9,10.0,0.0,2.9,2.6,9.8,74.0,11.3,100,400,100,150,150,250,250,400,0.5772974366592442
18.400000000000002,15.399999999999999,0.0,1.0,5.3,8.0,70.0,11.3,100,450,350,350,250,450,300,450,0.6293980489533882
12.100000000000001,6.8,0.0,7.6,2.9,5.0,54.0,11.3,450,250,450,400,300,350,300,200,0.6142209140677027
11.3,6.3,123.13362247437763,6.7,2.6,5.3,72.0,11.0,200,200,150,300,100,150,100,350,0.39687685551570173
